login_attempts_last_5m,distinct_users_from_ip_last_5m,hour_of_day,day_of_week,is_attack
1,1,2,3,0
1,1,10,2,0
1,1,14,1,0
2,1,17,4,0
3,1,13,4,0
1,1,13,2,0
1,1,13,1,0
1,1,16,4,0
1,1,10,3,0
30,1,10,3,1
1,1,18,4,0
1,1,13,2,0
41,14,6,4,1
63,1,7,3,1
1,1,14,2,0
1,1,10,2,0
1,1,13,4,0
2,1,14,0,0
2,1,16,4,0
1,1,19,2,0
1,1,13,0,0
1,1,23,3,0
1,1,17,1,0
1,1,4,4,0
2,1,9,0,0
1,1,9,1,0
1,1,14,3,0
3,1,14,3,0
46,16,6,4,1
1,1,0,5,0
1,1,14,1,0
1,1,11,5,0
1,1,9,3,0
70,1,14,5,1
1,1,12,4,0
33,46,21,6,1
1,1,20,0,0
20,1,22,1,1
2,1,13,0,0
1,1,15,2,0
1,1,6,3,0
1,1,9,0,0
1,1,3,2,0
1,1,11,1,0
3,1,15,1,0
1,1,18,3,0
13,4,5,5,1
95,1,16,6,1
1,1,2,0,0
1,1,12,2,0
1,1,15,3,0
1,1,13,2,0
1,1,19,4,0
1,1,19,1,0
19,43,1,2,1
1,1,6,1,0
2,1,10,2,0
15,1,22,6,1
1,1,15,1,0
1,1,5,4,0
1,1,14,4,0
1,1,11,1,0
1,1,13,0,0
10,5,23,5,1
1,1,8,1,0
1,1,18,0,0
1,1,14,3,0
1,1,17,3,0
2,1,4,2,0
1,1,7,4,0
1,1,18,5,0
1,1,10,2,0
1,1,18,1,0
1,1,13,2,0
1,1,8,1,0
15,3,0,5,1
53,1,11,5,1
13,44,1,3,1
1,1,16,4,0
1,1,14,2,0
1,1,18,4,0
3,1,3,5,0
1,1,7,3,0
1,1,10,2,0
1,1,9,2,0
1,1,10,6,0
1,1,19,6,0
1,1,16,1,0
1,1,9,0,0
3,1,3,2,0
1,1,1,3,0
1,1,11,1,0
1,1,14,0,0
1,1,19,5,0
1,1,12,0,0
28,41,5,6,1
1,1,11,0,0
1,1,17,4,0
1,1,17,3,0
1,1,12,3,0
1,1,8,4,0
1,1,18,3,0
1,1,8,2,0
3,1,13,4,0
2,1,14,4,0
1,1,9,2,0
1,1,11,2,0
83,2,9,3,1
1,1,18,3,0
1,1,13,4,0
1,1,14,2,0
22,46,22,2,1
54,1,13,2,1
1,1,14,3,0
1,1,12,1,0
69,1,1,0,1
5,5,4,5,1
2,1,9,3,0
1,1,12,2,0
2,1,19,0,0
1,1,19,4,0
1,1,13,5,0
1,1,13,2,0
1,1,10,0,0
67,1,4,1,1
13,39,1,3,1
1,1,19,1,0
1,1,14,2,0
2,1,9,6,0
51,1,11,6,1
82,1,22,6,1
16,4,1,6,1
1,1,15,2,0
1,1,0,0,0
3,1,21,1,0
18,39,21,2,1
47,10,6,4,1
1,1,16,0,0
1,1,10,6,0
1,1,17,3,0
1,1,10,5,0
1,1,16,6,0
1,1,12,4,0
1,1,8,2,0
64,1,11,5,1
1,1,9,0,0
1,1,19,3,0
6,5,7,6,1
1,1,11,1,0
2,1,12,3,0
2,1,14,5,0
1,1,6,2,0
1,1,19,4,0
25,44,20,0,1
2,1,11,0,0
2,1,12,4,0
1,1,8,4,0
1,1,18,1,0
1,1,3,4,0
1,1,12,2,0
2,1,19,2,0
1,1,17,2,0
2,1,8,0,0
35,38,20,1,1
3,1,19,0,0
1,1,8,4,0
50,1,23,3,1
1,1,12,2,0
1,1,17,0,0
1,1,11,5,0
1,1,11,0,0
1,1,15,2,0
1,1,12,5,0
2,1,0,1,0
10,3,4,5,1
1,1,12,1,0
1,1,15,4,0
2,1,12,2,0
1,1,17,5,0
2,1,11,4,0
1,1,12,2,0
1,1,18,1,0
5,1,22,6,1
2,1,17,0,0
19,5,0,6,1
15,1,6,6,1
50,46,6,5,1
1,1,22,3,0
1,1,19,0,0
1,1,8,6,0
1,1,12,3,0
20,16,23,1,1
2,1,0,1,0
1,1,4,0,0
74,1,11,4,1
1,1,14,3,0
2,1,11,3,0
1,1,20,3,0
5,2,7,5,1
20,29,21,5,1
1,1,15,5,0
1,1,8,2,0
1,1,9,0,0
1,1,15,1,0
1,1,12,4,0
6,4,1,6,1
21,1,14,3,1
1,1,16,4,0
35,1,5,2,1
1,1,12,4,0
1,1,5,1,0
3,1,12,2,0
1,1,19,1,0
14,21,4,2,1
7,5,22,5,1
1,1,10,3,0
3,1,15,3,0
1,1,14,1,0
1,1,10,4,0
1,1,22,3,0
2,1,13,6,0
25,46,20,2,1
1,1,11,2,0
1,1,3,0,0
55,1,11,4,1
2,1,17,3,0
1,1,11,6,0
3,1,15,3,0
2,1,10,1,0
2,1,12,2,0
66,1,10,0,1
1,1,9,4,0
1,1,8,0,0
2,1,14,2,0
1,1,18,5,0
1,1,16,0,0
14,11,3,3,1
1,1,18,2,0
1,1,9,4,0
18,1,19,3,1
3,1,9,0,0
1,1,13,2,0
31,1,22,1,1
17,48,21,6,1
2,1,11,3,0
15,5,3,6,1
2,1,9,2,0
9,4,4,6,1
1,1,16,2,0
1,1,9,0,0
1,1,14,3,0
1,1,16,1,0
2,1,14,3,0
13,5,7,5,1
10,25,23,1,1
25,15,20,3,1
1,1,15,4,0
2,1,12,3,0
2,1,16,3,0
1,1,9,1,0
1,1,18,6,0
2,1,17,0,0
1,1,13,2,0
1,1,22,5,0
60,1,22,1,1
2,1,15,4,0
2,1,9,0,0
1,1,8,0,0
1,1,10,1,0
11,2,20,6,1
1,1,5,1,0
2,1,17,6,0
2,1,9,0,0
2,1,11,3,0
18,1,6,5,1
23,38,6,1,1
1,1,8,2,0
1,1,17,6,0
1,1,11,1,0
17,11,2,6,1
83,1,3,2,1
1,1,17,0,0
13,1,4,6,1
1,1,11,1,0
41,37,2,0,1
1,1,16,3,0
2,1,8,4,0
2,1,8,3,0
1,1,18,4,0
1,1,8,4,0
2,1,18,4,0
2,1,14,4,0
93,1,5,6,1
85,1,16,6,1
1,1,17,2,0
1,1,17,2,0
1,1,10,4,0
1,1,11,1,0
1,1,13,3,0
1,1,13,3,0
19,37,6,1,1
1,1,17,5,0
1,1,18,1,0
1,1,15,2,0
1,1,15,1,0
1,1,16,0,0
77,1,7,0,1
1,1,15,3,0
1,1,9,4,0
1,1,21,4,0
36,23,4,3,1
1,1,8,1,0
1,1,8,1,0
1,1,12,0,0
1,1,19,4,0
1,1,19,1,0
15,3,7,6,1
1,1,17,2,0
1,1,21,3,0
74,1,18,1,1
1,1,17,4,0
1,1,19,4,0
16,4,6,5,1
1,1,18,2,0
34,49,6,2,1
1,1,20,0,0
1,1,16,3,0
1,1,16,5,0
1,1,9,2,0
1,1,16,0,0
2,1,12,1,0
1,1,5,1,0
1,1,13,1,0
1,1,13,4,0
12,2,0,5,1
1,1,14,2,0
2,1,18,4,0
15,1,5,6,1
100,1,23,2,1
93,1,7,1,1
2,1,10,3,0
1,1,10,0,0
1,1,17,0,0
1,1,9,1,0
78,1,3,0,1
3,1,14,0,0
1,1,10,0,0
1,1,17,0,0
49,24,2,1,1
1,1,17,1,0
2,1,13,1,0
2,1,19,3,0
9,1,21,6,1
1,1,17,3,0
1,1,13,3,0
27,37,23,1,1
95,1,19,2,1
1,1,16,1,0
1,1,12,1,0
2,1,14,4,0
1,1,16,3,0
1,1,17,1,0
5,2,21,6,1
14,33,7,4,1
1,1,8,1,0
1,1,19,5,0
1,1,9,4,0
1,1,9,1,0
1,1,12,3,0
1,1,19,2,0
3,1,15,2,0
98,1,1,4,1
1,1,18,1,0
1,1,17,0,0
1,1,14,0,0
1,1,18,0,0
1,1,22,1,0
1,1,10,3,0
13,10,4,4,1
1,1,13,6,0
1,1,18,2,0
1,1,10,1,0
1,1,15,4,0
1,1,17,4,0
1,1,17,0,0
1,1,13,1,0
1,1,15,4,0
1,1,12,6,0
1,1,11,3,0
1,1,11,5,0
1,1,18,3,0
1,1,8,3,0
1,1,11,0,0
1,1,14,0,0
1,1,12,1,0
1,1,10,1,0
1,1,12,3,0
1,1,19,2,0
3,1,8,4,0
1,1,16,4,0
44,1,4,2,1
1,1,17,3,0
1,1,11,0,0
1,1,15,4,0
2,1,18,2,0
90,1,1,0,1
6,1,20,6,1
2,1,8,0,0
19,1,1,6,1
2,1,8,6,0
1,1,13,4,0
1,1,16,1,0
1,1,12,2,0
1,1,4,1,0
1,1,16,5,0
1,1,15,2,0
1,1,13,1,0
1,1,12,3,0
1,1,19,1,0
27,43,3,0,1
47,32,2,6,1
45,1,18,4,1
1,1,8,2,0
17,1,21,6,1
2,1,10,4,0
21,22,1,1,1
1,1,13,4,0
1,1,2,6,0
1,1,18,0,0
24,24,6,6,1
1,1,9,2,0
1,1,18,1,0
1,1,11,2,0
2,1,11,2,0
1,1,16,5,0
1,1,16,4,0
1,1,4,5,0
6,4,7,5,1
1,1,18,0,0
1,1,12,3,0
34,49,1,2,1
1,1,8,2,0
1,1,10,4,0
1,1,0,3,0
1,1,21,1,0
42,1,1,1,1
1,1,9,2,0
1,1,8,2,0
1,1,14,2,0
1,1,23,1,0
2,1,14,1,0
3,1,19,1,0
1,1,17,4,0
1,1,12,2,0
1,1,7,3,0
1,1,15,4,0
1,1,10,1,0
1,1,16,3,0
1,1,12,2,0
1,1,15,3,0
1,1,15,3,0
1,1,18,4,0
94,1,7,5,1
2,1,19,0,0
1,1,17,1,0
1,1,18,2,0
1,1,19,0,0
1,1,12,2,0
1,1,17,4,0
1,1,10,3,0
1,1,20,3,0
1,1,8,1,0
16,3,23,5,1
1,1,10,0,0
2,1,10,4,0
19,36,4,2,1
1,1,12,2,0
1,1,16,0,0
1,1,16,1,0
1,1,10,0,0
1,1,11,1,0
1,1,16,3,0
1,1,13,2,0
35,36,7,0,1
1,1,5,1,0
50,39,1,0,1
2,1,13,1,0
2,1,6,4,0
1,1,14,3,0
23,11,22,1,1
1,1,6,1,0
2,1,10,2,0
1,1,23,2,0
13,23,4,6,1
1,1,16,5,0
50,45,20,5,1
1,1,17,0,0
1,1,11,4,0
36,13,1,0,1
1,1,17,4,0
2,1,15,1,0
3,1,17,3,0
1,1,18,1,0
1,1,18,4,0
1,1,9,6,0
15,1,4,6,1
1,1,16,2,0
25,1,14,3,1
18,3,0,5,1
54,1,17,2,1
9,4,21,6,1
26,43,21,4,1
1,1,12,4,0
1,1,11,4,0
1,1,13,2,0
1,1,10,3,0
1,1,10,3,0
1,1,9,3,0
1,1,1,0,0
2,1,11,0,0
1,1,16,4,0
1,1,19,6,0
1,1,13,6,0
1,1,9,1,0
3,1,7,2,0
1,1,13,3,0
1,1,12,2,0
85,1,16,6,1
1,1,8,0,0
99,1,3,5,1
1,1,17,4,0
1,1,18,0,0
1,1,17,1,0
1,1,19,1,0
1,1,10,2,0
1,1,8,6,0
1,1,8,2,0
1,1,18,3,0
1,1,8,4,0
1,1,15,3,0
1,1,20,4,0
1,1,13,3,0
1,1,2,1,0
1,1,18,5,0
1,1,14,3,0
15,5,2,5,1
1,1,11,3,0
1,1,18,1,0
1,1,8,4,0
2,1,17,1,0
2,1,13,5,0
1,1,16,4,0
1,1,12,1,0
45,18,5,5,1
6,3,21,6,1
2,1,15,2,0
2,1,12,2,0
2,1,17,4,0
1,1,10,4,0
2,1,9,0,0
1,1,14,4,0
1,1,14,2,0
1,1,12,2,0
2,1,16,5,0
41,1,11,5,1
1,1,16,0,0
1,1,16,3,0
1,1,19,0,0
19,5,23,6,1
9,5,0,5,1
1,1,17,2,0
72,1,10,4,1
1,1,8,3,0
1,1,19,0,0
1,1,15,1,0
1,1,13,2,0
21,10,3,2,1
1,1,13,3,0
1,1,16,5,0
1,1,5,1,0
1,1,18,3,0
2,1,6,3,0
1,1,11,0,0
2,1,4,1,0
1,1,15,5,0
1,1,0,3,0
1,1,13,3,0
1,1,10,2,0
1,1,11,5,0
1,1,17,2,0
1,1,15,0,0
1,1,23,4,0
19,1,20,5,1
1,1,9,1,0
1,1,21,0,0
2,1,2,3,0
2,1,15,4,0
1,1,13,2,0
1,1,11,0,0
1,1,17,3,0
1,1,18,0,0
2,1,20,2,0
1,1,16,2,0
3,1,19,4,0
1,1,10,1,0
18,4,21,6,1
18,5,22,6,1
34,45,5,3,1
1,1,15,2,0
1,1,17,0,0
1,1,3,2,0
1,1,17,5,0
1,1,11,4,0
2,1,12,1,0
1,1,17,2,0
2,1,5,4,0
13,2,21,5,1
1,1,8,1,0
1,1,15,2,0
2,1,12,3,0
1,1,14,2,0
1,1,11,3,0
1,1,18,0,0
1,1,15,0,0
1,1,14,6,0
3,1,18,0,0
2,1,2,5,0
1,1,16,4,0
2,1,9,0,0
82,1,13,4,1
17,1,21,3,1
1,1,8,5,0
95,1,10,2,1
3,1,12,1,0
1,1,12,4,0
1,1,17,6,0
1,1,16,2,0
1,1,20,2,0
45,22,1,1,1
47,27,22,6,1
1,1,16,1,0
2,1,11,6,0
2,1,15,2,0
1,1,16,2,0
1,1,8,1,0
1,1,10,3,0
2,1,8,3,0
1,1,18,3,0
1,1,15,3,0
34,42,22,6,1
2,1,17,2,0
1,1,14,4,0
10,1,23,6,1
1,1,13,4,0
1,1,10,1,0
66,1,1,6,1
3,1,15,2,0
1,1,18,5,0
1,1,16,4,0
20,4,0,5,1
1,1,8,4,0
3,1,15,1,0
2,1,15,3,0
1,1,0,1,0
1,1,10,3,0
2,1,14,1,0
1,1,14,3,0
1,1,13,0,0
1,1,9,3,0
1,1,9,0,0
1,1,8,2,0
2,1,17,2,0
1,1,23,2,0
1,1,15,3,0
1,1,15,4,0
1,1,16,0,0
1,1,10,4,0
2,1,18,2,0
1,1,18,4,0
1,1,17,3,0
1,1,14,2,0
1,1,15,3,0
1,1,9,5,0
1,1,9,4,0
1,1,8,3,0
1,1,13,1,0
3,1,19,5,0
1,1,0,0,0
1,1,16,0,0
51,1,20,3,1
1,1,17,3,0
1,1,8,5,0
1,1,12,4,0
25,47,2,2,1
1,1,17,2,0
3,1,11,2,0
1,1,12,3,0
1,1,13,3,0
1,1,10,4,0
42,27,2,2,1
1,1,10,3,0
7,2,0,5,1
1,1,8,1,0
1,1,13,0,0
1,1,18,2,0
1,1,12,3,0
1,1,12,2,0
2,1,19,1,0
3,1,16,1,0
3,1,7,2,0
1,1,9,3,0
2,1,15,3,0
2,1,18,2,0
1,1,9,1,0
2,1,12,6,0
75,1,10,4,1
1,1,2,3,0
1,1,20,2,0
1,1,17,2,0
2,1,18,0,0
3,1,15,2,0
1,1,13,1,0
1,1,14,1,0
1,1,7,6,0
1,1,16,0,0
2,1,10,3,0
77,1,8,3,1
2,1,15,3,0
1,1,11,3,0
1,1,17,1,0
2,1,15,1,0
1,1,13,5,0
1,1,16,4,0
1,1,17,6,0
1,1,8,1,0
36,29,2,2,1
1,1,9,1,0
1,1,7,4,0
8,1,2,5,1
76,1,2,3,1
1,1,18,6,0
1,1,9,0,0
1,1,18,0,0
1,1,16,4,0
1,1,15,0,0
32,13,21,2,1
5,3,21,6,1
7,5,20,5,1
1,1,17,1,0
1,1,18,4,0
1,1,10,1,0
6,3,21,5,1
1,1,12,0,0
29,36,5,4,1
2,1,19,3,0
44,41,1,1,1
1,1,8,1,0
15,18,23,2,1
17,5,7,6,1
1,1,9,3,0
46,20,0,3,1
1,1,12,1,0
2,1,10,1,0
2,1,10,2,0
1,1,9,1,0
1,1,16,4,0
1,1,9,4,0
40,1,16,5,1
1,1,9,1,0
2,1,8,5,0
19,33,23,5,1
10,29,21,5,1
1,1,19,3,0
1,1,10,3,0
1,1,14,4,0
1,1,11,1,0
2,1,14,4,0
1,1,15,1,0
1,1,14,2,0
1,1,16,4,0
1,1,11,2,0
1,1,16,2,0
1,1,16,3,0
1,1,7,0,0
1,1,8,1,0
1,1,15,3,0
68,1,11,6,1
1,1,10,6,0
1,1,9,4,0
67,1,20,3,1
1,1,18,0,0
1,1,17,2,0
5,3,6,5,1
2,1,14,4,0
1,1,23,4,0
24,1,17,1,1
58,1,23,2,1
1,1,15,1,0
3,1,10,1,0
3,1,1,3,0
3,1,12,6,0
2,1,18,2,0
1,1,12,1,0
16,1,5,5,1
2,1,12,0,0
2,1,14,3,0
18,3,3,6,1
48,46,5,2,1
1,1,17,2,0
1,1,15,4,0
1,1,5,3,0
1,1,12,3,0
2,1,1,3,0
1,1,17,4,0
1,1,15,3,0
1,1,12,2,0
1,1,14,2,0
3,1,12,0,0
1,1,12,3,0
1,1,15,4,0
1,1,12,0,0
1,1,17,6,0
60,1,13,2,1
3,1,17,4,0
1,1,9,4,0
2,1,17,4,0
1,1,12,0,0
1,1,16,4,0
1,1,14,4,0
26,2,14,1,1
2,1,19,3,0
1,1,11,0,0
7,5,4,6,1
39,41,7,3,1
2,1,17,4,0
11,3,23,6,1
3,1,16,1,0
71,1,15,1,1
75,1,11,3,1
1,1,12,2,0
1,1,11,1,0
1,1,14,4,0
33,1,6,0,1
3,1,13,4,0
19,29,21,4,1
10,3,20,6,1
2,1,13,2,0
1,1,10,3,0
1,1,16,1,0
3,1,3,0,0
1,1,17,2,0
34,12,7,0,1
1,1,11,4,0
84,2,7,1,1
1,1,18,0,0
3,1,8,2,0
1,1,16,2,0
2,1,8,1,0
1,1,17,3,0
2,1,23,0,0
1,1,19,0,0
36,1,16,4,1
1,1,15,4,0
1,1,17,2,0
1,1,18,3,0
1,1,18,2,0
1,1,16,2,0
1,1,15,4,0
3,1,8,4,0
1,1,8,2,0
1,1,14,1,0
2,1,15,3,0
17,42,20,2,1
1,1,8,4,0
1,1,2,4,0
2,1,15,4,0
2,1,9,2,0
3,1,3,1,0
2,1,15,1,0
1,1,10,4,0
1,1,15,4,0
13,4,2,5,1
1,1,15,2,0
1,1,13,3,0
1,1,17,0,0
2,1,14,4,0
1,1,13,3,0
1,1,8,6,0
1,1,13,3,0
2,1,9,4,0
2,1,22,2,0
50,1,22,1,1
1,1,13,0,0
1,1,9,2,0
1,1,17,1,0
53,1,15,1,1
1,1,17,0,0
1,1,8,1,0
1,1,15,5,0
1,1,14,2,0
38,1,21,4,1
34,16,22,2,1
1,1,9,5,0
1,1,16,3,0
15,5,21,5,1
3,1,13,3,0
2,1,12,4,0
1,1,11,0,0
26,1,21,1,1
1,1,18,4,0
1,1,10,2,0
1,1,21,4,0
14,2,6,5,1
2,1,18,5,0
1,1,17,3,0
1,1,18,5,0
2,1,14,0,0
1,1,19,1,0
42,1,0,3,1
1,1,8,0,0
17,40,4,6,1
1,1,18,0,0
1,1,11,3,0
42,47,6,5,1
1,1,16,1,0
26,38,3,4,1
1,1,10,5,0
23,1,10,0,1
1,1,12,3,0
1,1,19,1,0
41,47,22,2,1
1,1,11,2,0
1,1,18,1,0
2,1,18,1,0
1,1,12,5,0
1,1,8,4,0
1,1,10,3,0
3,1,13,4,0
1,1,11,4,0
1,1,0,0,0
1,1,11,1,0
1,1,17,4,0
33,1,4,4,1
2,1,8,0,0
1,1,19,4,0
1,1,17,6,0
39,1,17,2,1
1,1,17,3,0
2,1,11,2,0
1,1,15,6,0
37,1,4,1,1
6,2,6,5,1
1,1,13,3,0
1,1,12,1,0
1,1,14,1,0
8,5,3,6,1
1,1,14,1,0
82,1,18,0,1
1,1,14,1,0
2,1,1,3,0
1,1,12,0,0
2,1,17,1,0
2,1,15,4,0
2,1,15,4,0
1,1,19,2,0
20,4,4,6,1
1,1,16,0,0
1,1,17,2,0
1,1,14,2,0
1,1,19,2,0
8,2,22,6,1
1,1,19,3,0
19,5,5,6,1
1,1,13,2,0
56,1,15,5,1
2,1,11,2,0
1,1,16,1,0
1,1,13,3,0
1,1,10,2,0
1,1,19,2,0
2,1,8,3,0
94,1,10,2,1
1,1,8,2,0
9,4,4,6,1
13,3,2,5,1
10,5,2,5,1
43,29,6,1,1
1,1,1,1,0
78,1,11,0,1
1,1,13,3,0
1,1,19,0,0
3,1,12,0,0
22,41,7,5,1
1,1,12,0,0
82,1,22,6,1
1,1,12,3,0
1,1,17,2,0
1,1,11,1,0
1,1,15,3,0
1,1,10,3,0
1,1,14,4,0
1,1,18,4,0
1,1,13,6,0
1,1,5,4,0
36,44,5,5,1
1,1,18,1,0
1,1,0,1,0
1,1,20,4,0
2,1,17,0,0
1,1,12,5,0
1,1,8,4,0
2,1,13,1,0
1,1,14,4,0
1,1,18,1,0
1,1,19,2,0
78,1,13,6,1
1,1,12,1,0
2,1,12,3,0
3,1,18,2,0
1,1,13,4,0
1,1,20,3,0
2,1,10,2,0
1,1,19,3,0
2,1,19,0,0
2,1,9,4,0
1,1,15,0,0
69,2,0,2,1
2,1,17,2,0
1,1,8,3,0
1,1,8,3,0
2,1,18,1,0
1,1,15,3,0
2,1,19,3,0
14,2,5,6,1
21,1,0,0,1
1,1,11,4,0
1,1,18,3,0
1,1,10,3,0
1,1,22,5,0
1,1,14,4,0
1,1,12,0,0
1,1,12,0,0
2,1,8,2,0
1,1,8,4,0
1,1,19,0,0
7,4,5,6,1
1,1,13,2,0
1,1,8,3,0
41,1,16,5,1
1,1,13,0,0
1,1,17,0,0
1,1,12,2,0
2,1,14,0,0
1,1,13,3,0
1,1,13,1,0
1,1,16,4,0
1,1,10,0,0
2,1,6,5,0
1,1,5,3,0
49,19,6,1,1
100,1,9,4,1
1,1,9,6,0
2,1,13,2,0
1,1,9,1,0
2,1,14,3,0
1,1,12,1,0
1,1,2,3,0
1,1,10,2,0
2,1,8,1,0
1,1,14,5,0
1,1,13,1,0
1,1,11,0,0
1,1,3,0,0
1,1,10,4,0
1,1,15,6,0
1,1,17,1,0
1,1,8,0,0
2,1,17,2,0
1,1,10,5,0
39,12,2,1,1
1,1,23,2,0
1,1,13,0,0
11,2,4,5,1
20,2,7,6,1
1,1,8,0,0
1,1,13,4,0
1,1,2,3,0
41,34,21,2,1
1,1,17,5,0
1,1,11,4,0
1,1,13,5,0
1,1,11,0,0
3,1,13,4,0
1,1,19,1,0
1,1,11,0,0
1,1,19,0,0
3,1,9,2,0
24,2,16,5,1
18,5,5,6,1
25,1,21,6,1
1,1,11,1,0
1,1,19,1,0
89,1,2,3,1
3,1,18,6,0
11,5,5,5,1
2,1,12,2,0
2,1,10,3,0
6,2,0,5,1
1,1,18,1,0
1,1,14,2,0
1,1,9,4,0
1,1,9,0,0
3,1,18,1,0
1,1,15,0,0
18,5,21,5,1
1,1,12,1,0
1,1,11,1,0
3,1,9,4,0
1,1,8,0,0
1,1,15,1,0
1,1,17,5,0
1,1,16,3,0
1,1,15,4,0
2,1,17,3,0
2,1,10,0,0
30,14,7,5,1
1,1,15,0,0
1,1,13,1,0
1,1,18,1,0
8,5,2,5,1
2,1,14,5,0
62,1,11,1,1
1,1,18,0,0
1,1,17,5,0
1,1,10,0,0
10,4,5,5,1
1,1,14,3,0
1,1,14,0,0
1,1,13,4,0
10,5,0,6,1
1,1,16,3,0
1,1,16,0,0
8,1,1,6,1
1,1,15,3,0
2,1,11,4,0
1,1,16,3,0
1,1,19,2,0
1,1,10,2,0
29,1,7,2,1
47,1,13,5,1
18,38,3,0,1
2,1,15,3,0
1,1,19,0,0
1,1,12,1,0
1,1,16,1,0
10,49,23,3,1
2,1,17,1,0
2,1,14,3,0
1,1,14,4,0
1,1,14,0,0
1,1,17,1,0
1,1,15,1,0
1,1,8,1,0
3,1,10,3,0
1,1,15,3,0
10,3,0,5,1
3,1,15,1,0
1,1,17,6,0
1,1,10,0,0
1,1,19,4,0
1,1,11,2,0
10,5,7,6,1
1,1,10,5,0
1,1,11,1,0
43,1,16,5,1
2,1,8,5,0
18,2,3,6,1
1,1,19,4,0
1,1,13,3,0
23,48,2,4,1
2,1,11,6,0
2,1,12,2,0
20,3,6,5,1
1,1,18,5,0
1,1,18,0,0
1,1,11,2,0
1,1,19,4,0
1,1,18,2,0
48,19,3,6,1
1,1,12,3,0
2,1,13,0,0
1,1,9,4,0
1,1,9,2,0
75,1,23,1,1
1,1,18,1,0
1,1,21,3,0
1,1,7,3,0
75,1,11,1,1
1,1,18,2,0
2,1,5,4,0
20,5,4,6,1
41,1,4,5,1
6,3,20,5,1
9,4,3,5,1
1,1,15,1,0
1,1,15,3,0
1,1,15,1,0
7,1,23,5,1
1,1,18,0,0
1,1,8,0,0
47,1,20,2,1
1,1,15,0,0
1,1,21,2,0
43,1,20,1,1
1,1,18,0,0
1,1,17,0,0
2,1,15,4,0
1,1,18,3,0
1,1,15,3,0
1,1,15,1,0
1,1,18,1,0
1,1,17,2,0
6,3,22,6,1
1,1,18,3,0
17,2,7,6,1
1,1,13,1,0
1,1,17,0,0
1,1,19,6,0
1,1,12,0,0
1,1,19,4,0
1,1,18,1,0
13,2,6,5,1
37,1,20,5,1
1,1,10,2,0
1,1,15,4,0
40,34,5,0,1
1,1,14,0,0
71,1,10,3,1
1,1,12,0,0
1,1,13,0,0
2,1,16,0,0
1,1,17,0,0
2,1,10,2,0
1,1,11,0,0
2,1,14,0,0
16,5,23,6,1
1,1,13,0,0
1,1,10,2,0
1,1,17,4,0
1,1,14,2,0
1,1,10,3,0
1,1,8,1,0
1,1,16,0,0
2,1,15,4,0
1,1,12,2,0
1,1,19,1,0
2,1,15,3,0
1,1,21,1,0
1,1,19,3,0
1,1,14,4,0
2,1,10,0,0
1,1,17,0,0
1,1,8,4,0
1,1,12,2,0
1,1,11,1,0
1,1,18,2,0
1,1,9,6,0
1,1,16,0,0
1,1,9,0,0
1,1,13,3,0
2,1,17,0,0
3,1,12,5,0
1,1,16,3,0
1,1,16,0,0
1,1,13,4,0
1,1,17,0,0
2,1,14,4,0
1,1,16,2,0
1,1,16,5,0
6,3,6,6,1
98,1,2,0,1
42,31,22,1,1
1,1,14,0,0
1,1,15,4,0
23,1,0,1,1
1,1,10,3,0
43,32,23,5,1
1,1,10,6,0
32,1,22,2,1
1,1,6,3,0
1,1,15,1,0
1,1,18,4,0
1,1,15,3,0
1,1,13,2,0
1,1,5,3,0
3,1,17,2,0
15,1,7,5,1
2,1,18,6,0
1,1,14,4,0
1,1,16,2,0
1,1,5,4,0
2,1,12,4,0
1,1,10,2,0
1,1,20,3,0
1,1,22,5,0
1,1,2,6,0
1,1,13,0,0
20,5,6,5,1
2,1,11,3,0
1,1,19,3,0
1,1,16,4,0
8,4,1,6,1
19,5,4,5,1
1,1,8,0,0
7,1,22,5,1
1,1,10,3,0
1,1,13,1,0
1,1,13,3,0
100,1,4,2,1
2,1,14,1,0
1,1,16,1,0
1,1,16,3,0
3,1,17,1,0
1,1,14,6,0
1,1,23,2,0
1,1,11,3,0
49,40,6,6,1
2,1,14,1,0
2,1,13,0,0
1,1,16,5,0
1,1,15,2,0
1,1,18,1,0
3,1,14,2,0
20,4,4,6,1
1,1,12,0,0
8,3,7,6,1
1,1,17,1,0
1,1,8,2,0
1,1,22,4,0
1,1,9,1,0
1,1,18,3,0
1,1,12,2,0
29,32,5,5,1
1,1,23,1,0
1,1,13,3,0
1,1,13,1,0
12,14,1,5,1
1,1,17,2,0
1,1,9,1,0
1,1,19,3,0
2,1,11,6,0
1,1,11,3,0
1,1,15,4,0
1,1,11,2,0
20,1,21,5,1
1,1,9,2,0
87,1,18,5,1
1,1,8,3,0
30,50,6,3,1
1,1,9,4,0
1,1,10,6,0
1,1,12,3,0
1,1,12,2,0
1,1,19,2,0
2,1,1,4,0
3,1,19,5,0
1,1,9,0,0
1,1,17,1,0
1,1,11,3,0
1,1,10,1,0
2,1,13,1,0
1,1,11,3,0
2,1,18,5,0
1,1,13,1,0
1,1,16,4,0
1,1,18,2,0
1,1,15,1,0
1,1,8,3,0
1,1,5,0,0
1,1,3,4,0
2,1,18,3,0
3,1,17,4,0
1,1,18,3,0
1,1,16,2,0
1,1,10,3,0
1,1,17,1,0
87,1,2,5,1
1,1,16,4,0
2,1,15,0,0
1,1,8,4,0
25,26,7,0,1
17,4,5,6,1
1,1,12,2,0
1,1,15,3,0
1,1,15,3,0
